NAICS,GROSS SALES,Taxable sales,sales tax,use tax,Total tax,Number
6212,"$522,338,508 ","$2,033,902 ","$132,220 ","$290,021 ","$422,241 ",676
6213,"$553,666,240 ","$26,520,104 ","$1,723,836 ","$150,849 ","$1,874,685 ","1,753"
6214,"$797,007,056 ","$24,842,093 ","$1,614,779 ","$1,227,259 ","$2,842,038 ",483
6215,"$214,121,369 ","$4,185,412 ","$272,057 ","$1,519,721 ","$1,791,778 ",68
6216,"$341,270,536 ","$2,565,170 ","$166,834 ","$44,378 ","$211,212 ",99
6219,"$39,535,594 ","$170,747 ","$11,102 ","$68,699 ","$79,801 ",23
6220,"$656,902,754 ","$45,030,820 ","$2,927,010 ","$156,840 ","$3,083,850 ",59
6221,"$1,491,615,978 ","$26,291,381 ","$1,708,941 ","$79,950 ","$1,788,891 ",73
6230,"$71,302,482 ","$2,948,139 ","$191,628 ","$54,254 ","$245,882 ",165
6231,"$73,597,239 ","$2,365,104 ","$153,733 ","$64,104 ","$217,837 ",119
6232,"$46,189,688 ","$1,486,566 ","$96,625 ","$2,222 ","$98,847 ",21
6233,"$29,026,525 ","$1,405,594 ","$92,122 ","$6,287 ","$98,409 ",24
6239,"$63,352,963 ","$297,180 ","$19,317 ","$3,433 ","$22,750 ",51
6241,"$20,865,738 ","$2,162,236 ","$140,553 ","$31,014 ","$171,567 ",120
6242,"$1,166,777 ","$558,460 ","$37,661 ",$94 ,"$37,755 ",11
6243,"$151,513,476 ","$10,829,275 ","$705,736 ","$3,711 ","$709,447 ",87
6244,"$102,190,821 ","$852,185 ","$55,392 ","$85,633 ","$141,025 ",151
7110,"$19,706,990 ","$9,401,771 ","$620,470 ","$14,588 ","$635,058 ",136
7111,"$22,621,629 ","$13,694,620 ","$985,654 ","$25,970 ","$1,011,624 ",81
7112,"$215,391,435 ","$197,485,543 ","$12,852,056 ","$200,233 ","$13,052,289 ",100
7113,"$24,622,109 ","$19,637,801 ","$1,362,903 ","$27,726 ","$1,390,629 ",58
7114,"$9,548,609 ","$5,165,232 ","$345,626 ",$251 ,"$345,877 ",23
7115,"$24,899,180 ","$7,110,722 ","$462,389 ","$13,083 ","$475,472 ",835
7121,"$30,257,467 ","$17,727,677 ","$1,166,520 ",$672 ,"$1,167,192 ",155
7131,"$71,081,801 ","$63,303,354 ","$4,163,530 ","$100,151 ","$4,263,681 ",51
7132,"$469,203,219 ","$452,317,277 ","$29,534,558 ","$172,708 ","$29,707,266 ",14
7139,"$1,027,074,930 ","$832,855,589 ","$55,940,653 ","$747,740 ","$56,688,393 ","2,154"
7211,"$1,843,049,658 ","$1,709,060,448 ","$112,880,241 ","$1,216,438 ","$114,096,679 ","2,173"
7212,"$44,921,591 ","$28,598,633 ","$1,894,294 ","$36,378 ","$1,930,672 ",333
7213,"$4,890,415 ","$2,328,116 ","$151,333 ","$1,845 ","$153,178 ",59
7220,"$5,764,316 ","$5,227,660 ","$350,806 ","$2,900 ","$353,706 ",30
7221,"$4,412,319,625 ","$4,187,377,014 ","$287,178,407 ","$7,362,082 ","$294,540,489 ","6,203"
7222,"$1,518,320,010 ","$1,454,440,000 ","$95,009,584 ","$762,948 ","$95,772,532 ","2,708"
7223,"$503,835,338 ","$289,361,487 ","$19,587,531 ","$217,836 ","$19,805,367 ",822
7224,"$723,281,316 ","$695,862,654 ","$54,856,943 ","$257,270 ","$55,114,213 ","1,616"
8110,"$3,259,489 ","$913,870 ","$59,403 ",$21 ,"$59,424 ",5
8111,"$1,841,644,692 ","$832,659,869 ","$54,138,395 ","$885,322 ","$55,023,717 ","5,313"
8112,"$151,680,580 ","$39,469,771 ","$2,565,556 ","$803,103 ","$3,368,659 ",587
8113,"$344,278,918 ","$83,076,135 ","$5,399,983 ","$404,807 ","$5,804,790 ",447
8114,"$383,695,910 ","$134,604,395 ","$8,750,473 ","$335,260 ","$9,085,733 ","2,694"
8121,"$681,555,711 ","$256,429,986 ","$16,669,574 ","$598,235 ","$17,267,809 ","4,170"
8122,"$92,595,553 ","$6,158,266 ","$400,286 ","$12,608 ","$412,894 ",173
8123,"$354,441,437 ","$259,802,399 ","$16,887,196 ","$211,785 ","$17,098,981 ",524
8129,"$920,618,369 ","$378,077,782 ","$24,577,153 ","$1,106,829 ","$25,683,982 ","3,464"
8130,"$25,738,208 ","$5,199,808 ","$354,296 ","$9,200 ","$363,496 ",196
8131,"$52,934,774 ","$11,886,741 ","$773,683 ","$2,108 ","$775,791 ",286
8132,"$45,580,927 ","$3,499,740 ","$229,536 ","$1,085 ","$230,621 ",82
8133,"$12,419,275 ","$3,657,749 ","$240,423 ",$30 ,"$240,453 ",32
8134,"$290,496,234 ","$135,463,905 ","$10,666,164 ","$92,339 ","$10,758,503 ","1,113"
8139,"$137,945,889 ","$17,936,727 ","$1,186,626 ","$145,793 ","$1,332,419 ",326
8141,"$5,698,978 ","$669,685 ","$43,530 ","$17,149 ","$60,679 ",53
9211,"$1,525,045,969 ","$456,006,987 ","$30,104,158 ","$22,415,628 ","$52,519,786 ",819
9221,"$450,095 ","$171,178 ","$11,132 ","$8,127 ","$19,259 ",11
9231,"$1,046,829 ","$67,670 ","$4,398 ","$7,228 ","$11,626 ",9
9241,"$41,099,980 ","$27,563,804 ","$1,791,648 ","$3,948 ","$1,795,596 ",45
9251,"$328,788 ","$109,450 ","$7,112 ","$65,539 ","$72,651 ",9
9261,"$3,362,321 ","$1,672,433 ","$108,706 ","$132,211 ","$240,917 ",11
9999,"$221,876,411 ","$41,619,237 ","$2,720,429 ","$691,096 ","$3,411,525 ","1,011"
TOTAL,"$282,151,207,921 ","$65,844,046,857 ","$4,356,893,212 ","$351,403,843 ","$4,708,297,055 ","159,173"
