year,cash.receipts,countyfp,other.income,expenses,net.income,Total.acres,Dem_RUCA,Dem_Desc,edr,planning.region
2014,123263000,019,31907000,122713000,28997000,152403,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,47594000,021,6723000,48262000,6230000,133843,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,302971000,023,49185000,282925000,49811000,332450,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2014,46533000,025,13212000,54859000,3258000,107366,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2014,319968000,027,34368000,335014000,6571000,556645,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2014,38293000,029,5616000,30837000,13473000,242717,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2014,0,031,0,0,0,823,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2014,392162000,033,48234000,346641000,72481000,370830,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,26967000,035,3641000,27706000,2527000,71111,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,215934000,037,37581000,213889000,27907000,179842,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,235369000,039,30866000,231207000,16481000,248317,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2014,102585000,041,21984000,110467000,9165000,243744,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2014,331200000,043,62689000,353231000,15434000,412800,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,326714000,045,55943000,342959000,18301000,428281,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,323979000,047,66502000,363383000,2784000,412250,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,397087000,049,58455000,394793000,41235000,359449,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,149059000,051,44739000,159011000,21177000,299094,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2014,64598000,053,25240000,65280000,23597000,43015,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,151029000,055,17785000,134962000,29701000,160715,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,44402000,057,5388000,41961000,4651000,86237,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2014,53433000,059,15479000,64989000,2096000,122479,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2014,12649000,061,1547000,14229000,191000,63827,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2014,356127000,063,47360000,311510000,70181000,408019,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,33113000,065,7728000,33957000,6697000,107445,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2014,447708000,067,59004000,425143000,62996000,384560,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2014,161591000,069,27879000,148935000,34799000,476294,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2014,9833000,071,3588000,8772000,4669000,92645,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2014,300389000,073,38465000,270544000,46666000,431823,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2014,416000,075,94000,626000,-109000,1225,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2014,10422000,077,5982000,15660000,302000,72459,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2014,219954000,079,38220000,228305000,20581000,220322,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,207416000,081,37886000,197357000,35637000,315159,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2014,421063000,083,53908000,404783000,50695000,398480,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,199586000,085,59272000,209814000,41018000,250945,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2014,78380000,087,15186000,82730000,7181000,183198,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2014,243684000,089,47281000,271867000,6206000,842268,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2014,661386000,091,54710000,566672000,124218000,430336,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,269541000,093,50228000,270908000,36969000,300453,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2014,47602000,095,11918000,56431000,2602000,105694,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2014,443301000,097,38964000,374363000,102996000,429376,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,378348000,099,67432000,410071000,7888000,406161,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,404383000,101,62015000,339270000,107712000,403685,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2014,424622000,103,41514000,366362000,87577000,238583,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,540105000,105,52587000,448614000,122146000,398850,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,238120000,107,33996000,244662000,15754000,489315,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2014,215005000,109,28878000,226689000,755000,293598,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2014,472325000,111,126707000,455789000,126958000,716166,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2014,61483000,113,21613000,70334000,10675000,312778,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2014,71244000,115,8517000,65141000,15154000,149796,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2014,384430000,117,24460000,284722000,114548000,278050,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,509879000,119,112982000,525829000,69841000,1015009,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2014,202557000,121,32143000,203484000,18652000,281871,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2014,3314000,123,316000,2463000,1156000,647,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,71388000,125,12237000,55584000,23774000,230556,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2014,504629000,127,75548000,455859000,95944000,516301,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,651766000,129,84865000,607992000,98622000,574883,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2014,198810000,131,33640000,201185000,22229000,221355,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,482697000,133,40971000,390526000,120572000,288569,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,133658000,135,35536000,130495000,35609000,569257,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2014,20268000,137,3375000,19588000,4567000,72221,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2014,107886000,139,18061000,103328000,19588000,100441,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,80631000,141,8587000,90029000,-3464000,89743,D,Entirely urban,EDR  7W- Central,Central Minnesota
2014,354375000,143,67171000,347544000,59777000,305852,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,885570000,145,75909000,736947000,211182000,600094,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,234409000,147,37058000,256626000,-315000,228289,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,452676000,149,35703000,374574000,97055000,326433,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2014,282816000,151,50365000,290368000,19752000,418541,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2014,242714000,153,29031000,218158000,51082000,348536,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,175923000,155,49343000,184430000,26351000,337244,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2014,235442000,157,30303000,204375000,50545000,209545,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,57044000,159,6904000,48651000,13683000,116162,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,280722000,161,42508000,255215000,55441000,238340,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,89204000,163,17104000,80572000,23411000,61102,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,284501000,165,28211000,255348000,39178000,254205,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,213413000,167,35466000,239818000,-3070000,440953,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2014,313545000,169,24302000,246460000,82712000,212154,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,202420000,171,38774000,221621000,14225000,241620,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2014,331461000,173,68581000,299486000,79785000,440051,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,16968223000,000,2871368000,17983264000,2562445000,24758839,NA,Minnesota,Minnesota,Minnesota
2015,14573000,001,6958000,18193000,3870000,96973,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2015,47912000,003,4280000,40285000,12433000,37290,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,202334000,005,28459000,230354000,6907000,333134,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2015,25365000,007,10252000,29262000,8012000,196745,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2015,152864000,009,13281000,144331000,26356000,179529,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,102371000,011,24294000,126422000,8201000,262680,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,436815000,013,53610000,416331000,89056000,383405,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2015,322339000,015,33509000,326062000,42525000,348509,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,10693000,017,2777000,14193000,-295000,71385,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2015,137492000,019,15725000,121065000,36877000,151848,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,39282000,021,9992000,44517000,6283000,134150,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,248382000,023,48824000,273570000,33753000,332270,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,50269000,025,6906000,50755000,8557000,106370,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2015,260815000,027,27543000,324551000,-24148000,548522,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2015,30981000,029,7325000,28915000,10854000,240741,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2015,0,031,0,0,0,813,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2015,314056000,033,55135000,323490000,59530000,370150,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,22789000,035,3536000,26359000,700000,71251,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,183846000,037,27392000,204371000,12086000,179389,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,186494000,039,31215000,218279000,8538000,248465,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2015,90281000,041,25586000,105086000,16528000,243286,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2015,280898000,043,51039000,340442000,6165000,412767,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,255702000,045,51844000,323338000,-4973000,427539,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,261082000,047,48509000,342845000,-20011000,412071,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,313536000,049,60179000,373969000,11187000,358142,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,132167000,051,56753000,153661000,44324000,299016,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2015,67519000,053,17305000,63533000,22816000,41987,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,121810000,055,19429000,126129000,19537000,160569,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,32130000,057,6097000,40512000,-379000,86652,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2015,56027000,059,8646000,62393000,4427000,120608,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2015,11305000,061,2828000,13413000,923000,61674,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2015,286765000,063,53854000,292565000,61579000,407081,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,26041000,065,4482000,32215000,-588000,107151,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2015,405116000,067,63047000,405610000,74208000,371126,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2015,130184000,069,26393000,142941000,22617000,477356,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2015,8216000,071,4455000,8178000,4632000,90686,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2015,226062000,073,44119000,261858000,21245000,431819,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,384000,075,334000,594000,108000,849,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2015,5844000,077,9081000,14914000,1063000,72303,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2015,195290000,079,32093000,214999000,20465000,219660,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,161085000,081,50577000,186222000,33463000,315176,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2015,357199000,083,70504000,377978000,64929000,398216,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,228830000,085,40062000,205509000,71292000,249984,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2015,63736000,087,23089000,79700000,11306000,183229,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2015,206509000,089,37792000,261309000,3248000,842166,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2015,527600000,091,56139000,521925000,77053000,424136,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,242601000,093,41101000,257690000,34744000,299544,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2015,57691000,095,6267000,52053000,13507000,105768,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2015,400691000,097,48727000,350790000,106716000,428000,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,299887000,099,56321000,385308000,-14247000,406013,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,339301000,101,93429000,316691000,131515000,403572,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2015,357089000,103,34161000,344474000,55896000,240267,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,439629000,105,65348000,415504000,108232000,398256,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,199444000,107,34066000,235889000,11589000,488823,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2015,165731000,109,33411000,215664000,-8122000,292780,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2015,417563000,111,79014000,434986000,77664000,715910,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2015,60582000,113,26508000,66824000,27970000,313937,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2015,76317000,115,5134000,63512000,19691000,149812,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2015,298083000,117,30993000,262453000,75550000,278016,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,392779000,119,64761000,506900000,-22904000,1014892,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2015,156237000,121,30060000,193528000,644000,281728,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2015,3074000,123,253000,2446000,888000,604,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,59714000,125,15515000,53305000,27696000,230491,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2015,412443000,127,72197000,429987000,72619000,515805,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,580306000,129,83345000,580223000,103068000,574673,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2015,169512000,131,31445000,190558000,17325000,221622,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,406895000,133,45389000,354698000,111406000,288583,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,111189000,135,41676000,124796000,38244000,569998,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2015,17893000,137,5700000,18371000,5603000,71564,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2015,95712000,139,16046000,96931000,18142000,100438,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,70426000,141,5463000,86090000,-8934000,89179,D,Entirely urban,EDR  7W- Central,Central Minnesota
2015,321356000,143,63959000,330251000,64672000,305839,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,757870000,145,68247000,691602000,154887000,598520,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,191544000,147,30648000,237382000,-7837000,227810,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,354386000,149,30664000,349327000,48718000,325958,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2015,243415000,151,45278000,277376000,23089000,418233,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2015,233647000,153,28505000,209891000,59604000,345542,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,147322000,155,55829000,176777000,36853000,336943,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2015,177738000,157,34471000,194000000,24511000,208383,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,46959000,159,10094000,46188000,12585000,116497,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,230658000,161,43964000,237242000,45633000,238679,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,80979000,163,12400000,79297000,15574000,61206,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,217650000,165,30128000,238176000,18598000,254195,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,177316000,167,27541000,231092000,-15862000,439785,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2015,238913000,169,23337000,231796000,37411000,212041,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,205816000,171,20371000,206281000,26600000,240141,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2015,270875000,173,104353000,293772000,95648000,439924,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2016,17563635000,000,1863187000,18063830000,625882000,24755457,NA,Minnesota,Minnesota,Minnesota
2016,13696000,001,4491000,18286000,-11000,96566,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2016,49200000,003,3855000,40491000,12367000,37002,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,223653000,005,25270000,233303000,9666000,332262,C,Urban/town/rural mix,EDR  4 - West Central,Northwest Minnesota
2016,24272000,007,10970000,29302000,5051000,197796,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2016,152761000,009,8275000,142907000,14890000,179426,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,122556000,011,15020000,126613000,585000,262553,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2016,426650000,013,25176000,419093000,18155000,383252,D,Entirely urban,EDR  9 - South Central,Southwest Minnesota
2016,314962000,015,25744000,325818000,3429000,348251,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,9969000,017,3033000,14398000,-1199000,71084,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2016,143155000,019,9529000,122236000,25642000,150879,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,36368000,021,5153000,44323000,-2596000,134740,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,261249000,023,31683000,275451000,5359000,332299,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2016,49260000,025,5401000,51370000,1496000,105279,D,Entirely urban,EDR  7E- East Central,Central Minnesota
2016,306192000,027,22285000,326586000,-14312000,547066,D,Entirely urban,EDR  4 - West Central,Northwest Minnesota
2016,32653000,029,6000000,29086000,8508000,239462,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2016,0,031,0,0,0,768,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2016,315884000,033,37020000,323215000,13722000,370046,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,22007000,035,2892000,26622000,-1933000,71929,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,186302000,037,21412000,204780000,-2777000,178658,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,184426000,039,12969000,215359000,-27078000,248300,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2016,97365000,041,14389000,102690000,2411000,242779,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2016,293751000,043,19133000,341834000,-47893000,412911,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,255033000,045,24708000,324754000,-55828000,423540,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,257147000,047,28319000,334500000,-63590000,411703,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,309861000,049,29906000,375396000,-46008000,357306,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,156652000,051,33095000,154596000,22570000,298974,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2016,68780000,053,15905000,65020000,18454000,41258,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,123913000,055,12465000,127097000,5854000,160169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,36595000,057,4110000,40926000,-1141000,86395,B,Town/rural mix,EDR  2 - Headwaters,Northwest Minnesota
2016,61464000,059,5306000,62644000,2003000,113681,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2016,10816000,061,1681000,13554000,-1017000,62363,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2016,289269000,063,31222000,293656000,10517000,406674,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,40828000,065,2883000,32444000,10128000,105707,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2016,408121000,067,39203000,409897000,26324000,385957,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2016,147754000,069,27077000,144534000,19634000,485378,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2016,7877000,071,3904000,8433000,3357000,90620,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2016,259026000,073,30275000,258373000,13390000,431594,A,Entirely rural,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
2016,384000,075,325000,616000,129000,859,B,Town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2016,5633000,077,7961000,14953000,-2180000,72932,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2016,198185000,079,18914000,213496000,-4866000,220150,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,174273000,081,32011000,186716000,8757000,314747,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2016,362793000,083,40667000,375651000,11409000,397864,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,236937000,085,19385000,206907000,40465000,255129,C,Urban/town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2016,79402000,087,23765000,79912000,17272000,173699,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2016,238606000,089,66647000,265724000,15596000,842888,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2016,531832000,091,26186000,525686000,17878000,421192,B,Town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,241328000,093,30623000,260017000,3210000,299080,B,Town/rural mix,EDR  6E- Southwest Central,Central Minnesota
2016,59026000,095,3774000,52039000,9203000,106789,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2016,378942000,097,31756000,355325000,52375000,426114,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,306785000,099,31053000,385452000,-62880000,405624,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,339517000,101,53777000,315051000,61276000,403295,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2016,360566000,103,18855000,347929000,23638000,240042,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,427097000,105,34627000,415627000,29837000,397721,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,224653000,107,36463000,235755000,7504000,488811,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2016,168747000,109,17448000,217122000,-40003000,292282,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
2016,438860000,111,43564000,438884000,29859000,714833,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2016,73361000,113,24400000,66620000,20190000,326305,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2016,77230000,115,3240000,64680000,14679000,148562,C,Urban/town/rural mix,EDR  7E- East Central,Central Minnesota
2016,310784000,117,15860000,272403000,46056000,277817,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,466008000,119,77719000,511726000,-2027000,1015205,C,Urban/town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2016,170755000,121,20621000,195251000,-12650000,281527,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2016,3073000,123,247000,2586000,740000,604,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,70560000,125,9477000,53153000,18583000,230469,A,Entirely rural,EDR  1 - Northwest,Northwest Minnesota
2016,422872000,127,53775000,428950000,26792000,515270,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,598961000,129,44955000,582649000,39617000,574845,A,Entirely rural,EDR  6E- Southwest Central,Central Minnesota
2016,166863000,131,17647000,192035000,-14270000,221188,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,400823000,133,21761000,351152000,60357000,288498,C,Urban/town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,130654000,135,39377000,124840000,33803000,568895,B,Town/rural mix,EDR  1 - Northwest,Northwest Minnesota
2016,17114000,137,4658000,18657000,3368000,70019,C,Urban/town/rural mix,EDR  3 - Arrowhead,Northeast Minnesota
2016,95531000,139,10279000,97397000,5420000,100085,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,76929000,141,4459000,85983000,-5109000,88916,D,Entirely urban,EDR  7W- Central,Central Minnesota
2016,337426000,143,32040000,332644000,24931000,305811,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,744500000,145,50325000,701281000,83910000,597345,C,Urban/town/rural mix,EDR  7W- Central,Central Minnesota
2016,193727000,147,16104000,237912000,-36227000,226957,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,370116000,149,19954000,352858000,25641000,325791,B,Town/rural mix,EDR  4 - West Central,Northwest Minnesota
2016,258232000,151,23655000,277966000,-6286000,418347,B,Town/rural mix,EDR  6W- Upper Minnesota Valley,Southwest Minnesota
