GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "27013","Blue Earth, MN",4,CAINC5N,900,"51","   Information","Thousands of dollars",82966,92155,115335,169055,192652,264482,201310,62567,66312,65291,75989,78707,76353,80255,81646,72234,67080,62536
 "27013","Blue Earth, MN",4,CAINC5N,901,"511","    Publishing industries (except Internet)","Thousands of dollars",14990,17636,22649,21213,26386,26481,26392,14737,15843,15043,17044,11031,12352,13301,10208,9820,8490,7626
 "27013","Blue Earth, MN",4,CAINC5N,902,"512","    Motion picture and sound recording industries","Thousands of dollars",14475,14585,8260,1183,-9764,-15067,3262,575,(D),961,985,850,1497,1608,2235,2618,2697,2785
 "27013","Blue Earth, MN",4,CAINC5N,903,"515","    Broadcasting (except Internet)","Thousands of dollars",6621,7619,9084,22212,14837,85096,92737,5850,5486,4997,5012,5263,5135,4578,(D),(D),(D),(D)
 "27013","Blue Earth, MN",4,CAINC5N,904,"516","    Internet publishing and broadcasting 8/","Thousands of dollars",(D),(D),15707,22130,27052,(D),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "27013","Blue Earth, MN",4,CAINC5N,905,"517","    Telecommunications","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),37526,(D),(D),(D),(D),(D),(D),(D),48575
 "27013","Blue Earth, MN",4,CAINC5N,906,"518","    Data processing, hosting, and related services","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27013","Blue Earth, MN",4,CAINC5N,907,"519","    Other information services 8/","Thousands of dollars",(D),(D),(D),(D),4376,6202,6579,930,963,(D),3429,(D),(D),(D),(D),(D),(D),(D)
 "27013","Blue Earth, MN",4,CAINC5N,1000,"52","   Finance and insurance","Thousands of dollars",47991,53283,57437,60681,64495,64583,54754,54973,58904,69968,70600,72712,78965,77474,77509,88462,93326,96812
 "27013","Blue Earth, MN",4,CAINC5N,1001,"521","    Monetary Authorities-central bank","Thousands of dollars",0,0,0,0,0,0,(D),(D),0,(D),(D),(D),(D),(D),0,0,0,0
 "27013","Blue Earth, MN",4,CAINC5N,1002,"522","    Credit intermediation and related activities","Thousands of dollars",29294,33559,38075,40636,44239,44076,36290,36845,40282,54185,53219,55823,58206,56006,58098,62495,64981,66176
 "27013","Blue Earth, MN",4,CAINC5N,1003,"523","    Securities, commodity contracts, and other financial investments and related activities","Thousands of dollars",5455,5517,5466,5400,5092,(D),5956,4125,(D),2042,(D),6772,(D),7320,(D),(D),(D),12446
 "27013","Blue Earth, MN",4,CAINC5N,1004,"524","    Insurance carriers and related activities","Thousands of dollars",12068,13413,12841,12957,13860,13875,12359,13935,15553,12919,11899,9692,11062,10716,11380,14849,14185,14756
 "27013","Blue Earth, MN",4,CAINC5N,1005,"525","    Funds, trusts, and other financial vehicles","Thousands of dollars",1174,794,1055,1688,1304,(D),(D),(D),(D),(D),(D),(D),257,(D),(D),(D),(D),3434
 "27013","Blue Earth, MN",4,CAINC5N,1100,"53","   Real estate and rental and leasing","Thousands of dollars",19786,21406,22625,22905,20284,20323,23533,28635,30151,25711,33177,50244,44477,45015,41007,45761,36980,44321
 "27013","Blue Earth, MN",4,CAINC5N,1101,"531","    Real estate","Thousands of dollars",(D),16902,18495,18226,18065,17751,17942,24610,27254,21181,30162,45446,45354,44007,44427,46140,36764,(D)
 "27013","Blue Earth, MN",4,CAINC5N,1102,"532","    Rental and leasing services","Thousands of dollars",(D),4527,4139,4683,2213,2705,5787,4274,3141,3604,3151,4865,3014,7977,4596,7354,5988,(D)
 "27013","Blue Earth, MN",4,CAINC5N,1103,"533","    Lessors of nonfinancial intangible assets (except copyrighted works)","Thousands of dollars",-6,-23,-9,-4,6,-133,-196,-249,-244,926,-136,-67,-3891,-6969,-8016,-7733,-5772,-5743
 "27013","Blue Earth, MN",4,CAINC5N,1200,"54","   Professional, scientific, and technical services","Thousands of dollars",62565,55846,54574,61888,68775,75003,74309,81990,72984,70909,76421,86382,90167,98770,113560,121637,133215,115288
 "27013","Blue Earth, MN",4,CAINC5N,1300,"55","   Management of companies and enterprises","Thousands of dollars",12253,12486,13714,13916,12643,24714,20473,26879,24477,25247,27720,28520,27731,27155,26992,23395,16924,14875
 "27013","Blue Earth, MN",4,CAINC5N,1400,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",29112,34530,40216,46042,43895,44938,47203,45279,42081,42178,43037,41975,45590,47295,45646,46187,55530,47881
 "27013","Blue Earth, MN",4,CAINC5N,1401,"561","    Administrative and support services","Thousands of dollars",26780,32147,37457,40453,38269,39219,43597,41117,37892,38394,39432,38723,42364,43921,42373,43141,52008,44312
 "27013","Blue Earth, MN",4,CAINC5N,1402,"562","    Waste management and remediation services","Thousands of dollars",2332,2383,2759,5589,5626,5719,3606,4162,4189,3784,3605,3252,3226,3374,3273,3046,3522,3569
 "27013","Blue Earth, MN",4,CAINC5N,1500,"61","   Educational services","Thousands of dollars",16360,18294,20012,19281,19027,20502,23640,26443,28552,30186,31892,29985,28665,29906,30683,32201,32504,33768
 "27013","Blue Earth, MN",4,CAINC5N,1600,"62","   Health care and social assistance","Thousands of dollars",179847,204333,234979,241561,273754,292068,322057,353400,365315,372744,394242,412743,438841,461286,474935,504109,523071,554207
 "27013","Blue Earth, MN",4,CAINC5N,1601,"621","    Ambulatory health care services","Thousands of dollars",72038,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27013","Blue Earth, MN",4,CAINC5N,1602,"622","    Hospitals","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27013","Blue Earth, MN",4,CAINC5N,1603,"623","    Nursing and residential care facilities","Thousands of dollars",26181,29753,29678,32630,35375,35267,38090,43140,42559,41063,41031,43907,48170,52988,57359,63970,68010,78610
 "27013","Blue Earth, MN",4,CAINC5N,1604,"624","    Social assistance","Thousands of dollars",(D),32071,35400,38260,43401,45863,46845,54372,56518,58306,57993,57446,58402,59055,62808,69331,65077,63366
 "27013","Blue Earth, MN",4,CAINC5N,1700,"71","   Arts, entertainment, and recreation","Thousands of dollars",4681,5485,5123,4839,4847,5043,5537,5559,6099,6036,6717,6769,8508,11377,10783,10605,9985,10816
 "27013","Blue Earth, MN",4,CAINC5N,1701,"711","    Performing arts, spectator sports, and related industries","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),482,650,1343,3469,2758,2015,1049,(D)
 "27013","Blue Earth, MN",4,CAINC5N,1702,"712","    Museums, historical sites, and similar institutions","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),301,430,446,542,807,1050,1066,(D)
 "27013","Blue Earth, MN",4,CAINC5N,1703,"713","    Amusement, gambling, and recreation industries","Thousands of dollars",4311,5045,4779,4346,4507,4786,5162,5167,5694,5606,5934,5689,6719,7366,7218,7540,7870,8126
 "27013","Blue Earth, MN",4,CAINC5N,1800,"72","   Accommodation and food services","Thousands of dollars",36537,37117,35410,36737,39422,42398,42444,43987,44333,45377,47980,53680,57063,58693,67161,71979,77683,82089
 "27013","Blue Earth, MN",4,CAINC5N,1801,"721","    Accommodation","Thousands of dollars",3505,3280,3205,3152,2808,3190,3784,4544,4556,4011,4103,4311,4383,4305,5389,5457,5818,5687
 "27013","Blue Earth, MN",4,CAINC5N,1802,"722","    Food services and drinking places","Thousands of dollars",33032,33837,32205,33585,36614,39208,38660,39443,39777,41366,43877,49369,52680,54388,61772,66522,71865,76402
 "27013","Blue Earth, MN",4,CAINC5N,1900,"81","   Other services (except government and government enterprises)","Thousands of dollars",59493,65620,65713,69091,72758,77167,75467,73415,72188,73587,74726,78106,82055,87656,88703,91927,93830,104128
 "27013","Blue Earth, MN",4,CAINC5N,1901,"811","    Repair and maintenance","Thousands of dollars",19033,20529,19729,19384,20560,22476,22167,19751,18736,18744,19943,20569,21572,23974,24070,25102,25470,28612
 "27013","Blue Earth, MN",4,CAINC5N,1902,"812","    Personal and laundry services","Thousands of dollars",16063,17606,18182,21258,23558,25470,23014,20792,19474,21037,21413,23395,24054,25214,24982,25546,25924,29853
 "27013","Blue Earth, MN",4,CAINC5N,1903,"813","    Religious, grantmaking, civic, professional, and similar organizations","Thousands of dollars",23129,26250,26424,26991,27162,27633,28551,31039,32322,32356,31832,32707,34924,36746,37896,39624,40888,43839
 "27013","Blue Earth, MN",4,CAINC5N,1904,"814","    Private households","Thousands of dollars",1268,1235,1378,1458,1478,1588,1735,1833,1656,1450,1538,1435,1505,1722,1755,1655,1548,1824
 "27013","Blue Earth, MN",4,CAINC5N,2000,"...","  Government and government enterprises","Thousands of dollars",228334,243443,251117,262632,274467,285261,297020,311040,326692,326340,326482,316289,335365,348558,355206,370432,379330,393627
 "27013","Blue Earth, MN",4,CAINC5N,2001,"...","   Federal civilian","Thousands of dollars",22275,22912,23158,24188,25599,26169,25755,25387,25184,25760,26067,25385,22745,22185,23158,23305,23765,24632
 "27013","Blue Earth, MN",4,CAINC5N,2002,"...","   Military","Thousands of dollars",2986,4051,6195,6850,9024,8234,8734,8648,9456,9804,13511,15055,15247,12199,9272,9528,9244,9997
 "27013","Blue Earth, MN",4,CAINC5N,2010,"...","   State and local","Thousands of dollars",203073,216480,221764,231594,239844,250858,262531,277005,292052,290776,286904,275849,297373,314174,322776,337599,346321,358998
 "27013","Blue Earth, MN",4,CAINC5N,2011,"...","    State government","Thousands of dollars",106646,115618,118548,123852,127434,134466,137781,145706,157550,155387,151462,139438,151974,160467,163001,167674,167564,171334
 "27013","Blue Earth, MN",4,CAINC5N,2012,"...","    Local government","Thousands of dollars",96427,100862,103216,107742,112410,116392,124750,131299,134502,135389,135442,136411,145399,153707,159775,169925,178757,187664
 "27015","Brown, MN",4,CAINC5N,10,"...","Personal income (thousands of dollars)","Thousands of dollars",744101,763359,820604,843827,860237,898001,946219,1025431,965311,1005632,1108168,1174191,1160570,1191954,1219402,1229443,1265907,1330745
 "27015","Brown, MN",4,CAINC5N,20,"...","Population (persons) 2/","Number of persons",26932,26905,26754,26666,26260,26252,26130,25992,25890,25843,25655,25412,25266,25271,25237,25262,25172,25111
 "27015","Brown, MN",4,CAINC5N,30,"...","Per capita personal income (dollars)","Dollars",27629,28372,30672,31644,32758,34207,36212,39452,37285,38913,43195,46206,45934,47167,48318,48668,50290,52995
 "27015","Brown, MN",4,CAINC5N,35,"...","Earnings by place of work","Thousands of dollars",558386,564156,601898,656469,668013,680780,688296,733414,684654,713521,769533,807941,844472,822290,827281,796447,839940,871798
 "27015","Brown, MN",4,CAINC5N,36,"..."," Less: Contributions for government social insurance 3/","Thousands of dollars",62790,64264,66707,70988,72113,75846,78884,81702,79421,77647,72149,74863,87937,87529,92100,94003,97823,100951
 "27015","Brown, MN",4,CAINC5N,37,"...","  Employee and self-employed contributions for government social insurance","Thousands of dollars",32507,33417,34288,36055,37096,39295,40741,43179,42008,41093,34450,35139,45984,46757,48790,49719,51583,54055
 "27015","Brown, MN",4,CAINC5N,38,"...","  Employer contributions for government social insurance","Thousands of dollars",30283,30847,32419,34933,35017,36551,38143,38523,37413,36554,37699,39724,41953,40772,43310,44284,46240,46896
 "27015","Brown, MN",4,CAINC5N,42,"..."," Plus: Adjustment for residence 4/","Thousands of dollars",-42079,-37632,-34561,-36711,-30047,-28058,-23672,-23900,-27172,-19126,-13325,-10416,-24292,-21521,-21493,-21249,-9221,-10099
 "27015","Brown, MN",4,CAINC5N,45,"..."," Equals: Net earnings by place of residence","Thousands of dollars",453517,462260,500630,548770,565853,576876,585740,627812,578061,616748,684059,722662,732243,713240,713688,681195,732896,760748
 "27015","Brown, MN",4,CAINC5N,46,"..."," Plus: Dividends, interest, and rent 5/","Thousands of dollars",172895,171743,182550,152342,148839,159314,185283,204576,172870,164930,195788,225309,203621,235503,253569,288468,266329,288221
 "27015","Brown, MN",4,CAINC5N,47,"..."," Plus: Personal current transfer receipts","Thousands of dollars",117689,129356,137424,142715,145545,161811,175196,193043,214380,223954,228321,226220,224706,243211,252145,259780,266682,281776
 "27015","Brown, MN",4,CAINC5N,50,"..."," Wages and salaries","Thousands of dollars",384794,391322,400563,425064,424778,440561,453653,464712,450840,446735,459805,484152,505763,515362,549395,555558,577703,592863
 "27015","Brown, MN",4,CAINC5N,60,"..."," Supplements to wages and salaries","Thousands of dollars",94866,98131,107151,114926,119189,117337,124491,128137,123873,127247,134165,128955,135889,141426,145112,153731,152200,158286
 "27015","Brown, MN",4,CAINC5N,61,"...","  Employer contributions for employee pension and insurance funds 6/","Thousands of dollars",64583,67284,74732,79993,84172,80786,86348,89614,86460,90693,96466,89231,93936,100654,101802,109447,105960,111390
 "27015","Brown, MN",4,CAINC5N,62,"...","  Employer contributions for government social insurance","Thousands of dollars",30283,30847,32419,34933,35017,36551,38143,38523,37413,36554,37699,39724,41953,40772,43310,44284,46240,46896
 "27015","Brown, MN",4,CAINC5N,70,"..."," Proprietors' income 7/","Thousands of dollars",78726,74703,94184,116479,124046,122882,110152,140565,109941,139539,175563,194834,202820,165502,132774,87158,110037,120649
 "27015","Brown, MN",4,CAINC5N,71,"...","  Farm proprietors' income","Thousands of dollars",15526,7066,28775,52030,62041,51850,39204,66140,38893,63709,90315,94492,109462,73506,40664,2967,26644,33813
 "27015","Brown, MN",4,CAINC5N,72,"...","  Nonfarm proprietors' income","Thousands of dollars",63200,67637,65409,64449,62005,71032,70948,74425,71048,75830,85248,100342,93358,91996,92110,84191,83393,86836
 "27015","Brown, MN",4,CAINC5N,81,"111-112"," Farm earnings","Thousands of dollars",23191,15232,36079,59056,68819,58534,47974,73744,49086,72365,97066,105075,117576,81612,49537,12874,35628,43312
 "27015","Brown, MN",4,CAINC5N,82,"..."," Nonfarm earnings","Thousands of dollars",535195,548924,565819,597413,599194,622246,640322,659670,635568,641156,672467,702866,726896,740678,777744,783573,804312,828486
 "27015","Brown, MN",4,CAINC5N,90,"113-814","  Private nonfarm earnings","Thousands of dollars",472756,482895,497226,525447,525230,547021,562467,576017,549991,554533,587694,617937,634737,646315,679033,681486,698059,717714
 "27015","Brown, MN",4,CAINC5N,100,"113-115","   Forestry, fishing, and related activities","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4060,4614,(D)
 "27015","Brown, MN",4,CAINC5N,101,"113","    Forestry and logging","Thousands of dollars",41,41,19,58,48,57,7,24,98,165,81,74,139,141,(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,102,"114","    Fishing, hunting and trapping","Thousands of dollars",32,31,1,-13,-11,-10,-26,-18,10,-27,-22,-7,7,24,34,20,23,24
 "27015","Brown, MN",4,CAINC5N,103,"115","    Support activities for agriculture and forestry","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4400,(D),(D),4549
 "27015","Brown, MN",4,CAINC5N,200,"21","   Mining, quarrying, and oil and gas extraction","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),38,54,(D)
 "27015","Brown, MN",4,CAINC5N,201,"211","    Oil and gas extraction","Thousands of dollars",-26,-25,4,14,16,-23,-55,-87,-30,-16,0,2,7,9,6,30,62,75
 "27015","Brown, MN",4,CAINC5N,202,"212","    Mining (except oil and gas)","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),8,-13,-16
 "27015","Brown, MN",4,CAINC5N,203,"213","    Support activities for mining","Thousands of dollars",1,1,10,8,5,-26,-55,-87,-30,-16,0,-1,-2,-4,0,0,5,(D)
 "27015","Brown, MN",4,CAINC5N,300,"22","   Utilities","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,400,"23","   Construction","Thousands of dollars",44073,46133,47670,49175,47310,46600,46263,43691,45151,50730,56423,64730,63315,63559,67934,67503,68981,67251
 "27015","Brown, MN",4,CAINC5N,401,"236","    Construction of buildings","Thousands of dollars",7927,8171,7408,7319,7090,6249,7051,7847,10413,11329,13771,16817,15822,14141,15072,14395,14604,13727
 "27015","Brown, MN",4,CAINC5N,402,"237","    Heavy and civil engineering construction","Thousands of dollars",14574,15885,17814,20174,20501,19401,19598,17483,15883,16893,16645,19079,20188,21247,22897,24099,23739,21985
 "27015","Brown, MN",4,CAINC5N,403,"238","    Specialty trade contractors","Thousands of dollars",21572,22077,22448,21682,19719,20950,19614,18361,18855,22508,26007,28834,27305,28171,29965,29009,30638,31539
 "27015","Brown, MN",4,CAINC5N,500,"31-33","   Manufacturing","Thousands of dollars",168233,160685,167880,178710,182755,187427,190744,190596,169324,165117,166869,171718,183624,178195,189901,192889,205793,202245
 "27015","Brown, MN",4,CAINC5N,510,"321,327-339","    Durable goods manufacturing","Thousands of dollars",86712,81008,81612,89453,93134,98395,95079,93311,78092,79015,80024,83964,86546,94656,104683,105924,114457,115879
 "27015","Brown, MN",4,CAINC5N,511,"321","     Wood product manufacturing","Thousands of dollars",44,-4,10,153,144,153,116,26,17,-2,5,9,25,184,303,430,222,231
 "27015","Brown, MN",4,CAINC5N,512,"327","     Nonmetallic mineral product manufacturing","Thousands of dollars",5483,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2367,(D)
 "27015","Brown, MN",4,CAINC5N,513,"331","     Primary metal manufacturing","Thousands of dollars",-5,-5,-3,0,1,3,6,16,14,(D),(D),(D),(D),(D),(D),-46,32,36
 "27015","Brown, MN",4,CAINC5N,514,"332","     Fabricated metal product manufacturing","Thousands of dollars",2500,(D),(D),(D),(D),(D),(D),1375,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,515,"333","     Machinery manufacturing","Thousands of dollars",10585,9841,12925,17036,19996,20055,19071,15996,11805,14013,9798,10451,10832,11567,12934,12899,13641,14788
 "27015","Brown, MN",4,CAINC5N,516,"334","     Computer and electronic product manufacturing","Thousands of dollars",-12,3,-5,-3,-8,-21,-1,6,-17,-6,-39,19,17,-22,-17,-12,-105,29
 "27015","Brown, MN",4,CAINC5N,517,"335","     Electrical equipment, appliance, and component manufacturing","Thousands of dollars",58863,55578,54515,56689,56993,62663,61408,65171,(D),(D),60561,62354,64304,70912,79286,81651,89626,85195
 "27015","Brown, MN",4,CAINC5N,518,"3361-3363","     Motor vehicles, bodies and trailers, and parts manufacturing","Thousands of dollars",1,0,0,0,1,1,2,3,11,6,10,4,6,-6,1,7,13,11
 "27015","Brown, MN",4,CAINC5N,519,"3364-3369","     Other transportation equipment manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2247,2345,1593,-47,-8,-8
 "27015","Brown, MN",4,CAINC5N,521,"337","     Furniture and related product manufacturing","Thousands of dollars",245,189,(D),283,274,240,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,522,"339","     Miscellaneous manufacturing","Thousands of dollars",(D),(D),5578,5981,(D),5953,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,530,"311-316,322-326","    Nondurable goods manufacturing","Thousands of dollars",81521,79677,86268,89257,89621,89032,95665,97285,91232,86102,86845,87754,97078,83539,85218,86965,91336,86366
 "27015","Brown, MN",4,CAINC5N,531,"311","     Food manufacturing","Thousands of dollars",49841,50691,53371,54667,55334,57223,59247,61354,61293,64780,64774,59759,73304,64391,65893,66640,71778,66642
 "27015","Brown, MN",4,CAINC5N,532,"312","     Beverage and tobacco product manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,533,"313","     Textile mills","Thousands of dollars",8,0,0,0,1,-11,0,0,0,0,0,2,4,8,2,-2,-4,-5
 "27015","Brown, MN",4,CAINC5N,534,"314","     Textile product mills","Thousands of dollars",9,1,1,0,1,-11,0,0,0,0,0,3,8,13,6,0,-1,-1
 "27015","Brown, MN",4,CAINC5N,535,"315","     Apparel manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),0,0,0,0,0,3,3,1,-3,1,5,5
 "27015","Brown, MN",4,CAINC5N,536,"316","     Leather and allied product manufacturing","Thousands of dollars",10,2,4,0,1,-10,0,0,0,1,0,3,6,4,0,1,0,0
 "27015","Brown, MN",4,CAINC5N,537,"322","     Paper manufacturing","Thousands of dollars",3,3,0,13,25,80,91,0,60,1,7,49,226,389,314,95,21,18
 "27015","Brown, MN",4,CAINC5N,538,"323","     Printing and related support activities","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),12472,(D)
 "27015","Brown, MN",4,CAINC5N,539,"324","     Petroleum and coal products manufacturing","Thousands of dollars",94,38,27,2,14,43,6,5,6,0,9,220,336,774,865,56,33,44
 "27015","Brown, MN",4,CAINC5N,541,"325","     Chemical manufacturing","Thousands of dollars",1009,1438,1055,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),746,741,803,335,387
 "27015","Brown, MN",4,CAINC5N,542,"326","     Plastics and rubber products manufacturing","Thousands of dollars",0,-1,3,6,4,-4,3,0,8,2,11,(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,600,"42","   Wholesale trade","Thousands of dollars",(D),(D),20315,24513,24450,25189,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,700,"44-45","   Retail trade","Thousands of dollars",39436,41332,42577,40838,40371,39018,37909,42232,42253,43556,45644,46305,50091,50097,51802,52048,51372,50461
 "27015","Brown, MN",4,CAINC5N,701,"441","    Motor vehicle and parts dealers","Thousands of dollars",7618,8465,9115,7661,7219,6882,6547,7424,7571,8931,8994,9108,9374,9768,10451,10581,10660,11161
 "27015","Brown, MN",4,CAINC5N,702,"442","    Furniture and home furnishings stores","Thousands of dollars",1163,1197,1166,1275,1145,1285,1306,1348,1404,1559,1647,1290,1213,1012,1065,918,876,916
 "27015","Brown, MN",4,CAINC5N,703,"443","    Electronics and appliance stores","Thousands of dollars",1079,1120,1139,771,(D),(D),222,241,393,297,1059,1309,1443,808,(D),859,683,607
 "27015","Brown, MN",4,CAINC5N,704,"444","    Building material and garden equipment and supplies dealers","Thousands of dollars",5789,5939,6481,4535,5185,5033,5298,5419,4986,4917,5134,5808,8722,8040,8085,8091,7815,6391
 "27015","Brown, MN",4,CAINC5N,705,"445","    Food and beverage stores","Thousands of dollars",9197,9327,8915,10581,11328,11229,10122,9976,10325,10449,10780,10849,10901,10587,11175,11546,11673,11568
 "27015","Brown, MN",4,CAINC5N,706,"446","    Health and personal care stores","Thousands of dollars",2001,2283,2182,2220,1490,1969,2868,2563,2531,2617,2489,2840,2976,3032,2498,2536,2500,2545
 "27015","Brown, MN",4,CAINC5N,707,"447","    Gasoline stations","Thousands of dollars",3312,3572,3423,3680,3462,2783,2870,3332,3113,3213,2991,2878,3048,3935,3550,3925,3546,3992
 "27015","Brown, MN",4,CAINC5N,708,"448","    Clothing and clothing accessories stores","Thousands of dollars",(D),(D),(D),(D),460,466,392,286,378,395,562,553,598,745,920,1001,1003,1029
 "27015","Brown, MN",4,CAINC5N,709,"451","    Sporting goods, hobby, musical instrument, and book stores","Thousands of dollars",947,976,1021,1238,902,922,716,734,809,843,880,850,786,757,783,746,749,1113
 "27015","Brown, MN",4,CAINC5N,711,"452","    General merchandise stores","Thousands of dollars",4993,5361,5419,5799,5853,5380,5373,9417,9552,8994,9357,8674,8427,8555,9391,9140,8986,8331
 "27015","Brown, MN",4,CAINC5N,712,"453","    Miscellaneous store retailers","Thousands of dollars",2240,2016,2647,1975,1822,1525,1275,782,525,542,822,1072,1306,1278,1245,1174,1395,1321
 "27015","Brown, MN",4,CAINC5N,713,"454","    Nonstore retailers","Thousands of dollars",(D),(D),(D),(D),(D),(D),920,710,666,799,929,1074,1297,1580,(D),1531,1486,1487
 "27015","Brown, MN",4,CAINC5N,800,"48-49","   Transportation and warehousing","Thousands of dollars",27621,(D),(D),(D),(D),(D),33201,30937,30780,33606,35987,38165,37747,36982,36613,39129,42547,57233
 "27015","Brown, MN",4,CAINC5N,801,"481","    Air transportation","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),17,22,23
 "27015","Brown, MN",4,CAINC5N,802,"482","    Rail transportation","Thousands of dollars",2450,2356,2293,2563,2693,2408,2264,2170,1217,1213,1377,1211,1226,1170,1363,1515,1184,1223
 "27015","Brown, MN",4,CAINC5N,803,"483","    Water transportation","Thousands of dollars",59,-370,-89,-208,-98,141,440,584,641,929,912,662,512,257,955,824,2104,2401
 "27015","Brown, MN",4,CAINC5N,804,"484","    Truck transportation","Thousands of dollars",20713,21429,23251,28739,27125,26322,26736,24342,24659,26505,28183,29895,29210,29377,27960,29982,31865,45860
 "27015","Brown, MN",4,CAINC5N,805,"485","    Transit and ground passenger transportation","Thousands of dollars",1498,1575,1675,1761,1920,1861,2242,2067,2264,2618,2845,3045,3081,3050,3478,3688,4050,3999
 "27015","Brown, MN",4,CAINC5N,806,"486","    Pipeline transportation","Thousands of dollars",7,-8,-4,-1,5,10,18,38,82,104,236,632,944,911,843,849,1100,1386
 "27015","Brown, MN",4,CAINC5N,807,"487","    Scenic and sightseeing transportation","Thousands of dollars",38,34,24,20,5,13,46,43,55,40,52,90,89,106,79,68,58,58
 "27015","Brown, MN",4,CAINC5N,808,"488","    Support activities for transportation","Thousands of dollars",(D),(D),(D),311,185,240,715,654,757,(D),(D),(D),(D),(D),(D),541,444,(D)
 "27015","Brown, MN",4,CAINC5N,809,"492","    Couriers and messengers","Thousands of dollars",25,34,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,811,"493","    Warehousing and storage","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,900,"51","   Information","Thousands of dollars",7659,7845,8334,11662,11493,21825,27205,29728,13611,10157,18353,21997,19647,18131,19957,19170,20249,22580
 "27015","Brown, MN",4,CAINC5N,901,"511","    Publishing industries (except Internet)","Thousands of dollars",1898,2017,2258,2397,2493,3305,4188,4451,3341,3061,3511,3639,3580,3877,3984,3962,3529,3416
 "27015","Brown, MN",4,CAINC5N,902,"512","    Motion picture and sound recording industries","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,903,"515","    Broadcasting (except Internet)","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "27015","Brown, MN",4,CAINC5N,904,"516","    Internet publishing and broadcasting 8/","Thousands of dollars",7,9,33,36,44,995,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "27015","Brown, MN",4,CAINC5N,905,"517","    Telecommunications","Thousands of dollars",4376,(D),5038,8405,8113,12239,11469,7604,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
