GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "27000","Minnesota",4,CAINC5N,514,"332","     Fabricated metal product manufacturing","Thousands of dollars",2329305,2208179,2205500,2339195,2445172,2542802,2679133,2700132,2348960,2369102,2546996,2720577,2753431,2911329,2953365,3027851,3128938,3289603
 "27000","Minnesota",4,CAINC5N,515,"333","     Machinery manufacturing","Thousands of dollars",2297252,2159801,2148913,2225165,2302442,2248730,2329213,2378950,2088243,2126946,2287391,2443910,2531351,2614341,2725779,2768535,2858866,2977872
 "27000","Minnesota",4,CAINC5N,516,"334","     Computer and electronic product manufacturing","Thousands of dollars",3982581,4075222,4174632,4385872,4378985,4530110,4571753,4788735,4431927,4434569,4622534,4772500,4811611,4972446,5252235,5337166,5325430,5519996
 "27000","Minnesota",4,CAINC5N,517,"335","     Electrical equipment, appliance, and component manufacturing","Thousands of dollars",506205,469483,455681,493975,528664,563100,597385,671939,634539,619388,691019,711989,713089,745754,752036,739679,737543,781573
 "27000","Minnesota",4,CAINC5N,518,"3361-3363","     Motor vehicles, bodies and trailers, and parts manufacturing","Thousands of dollars",445855,464210,472784,431399,433965,400608,486860,360688,291114,295226,(D),(D),(D),(D),(D),(D),(D),(D)
 "27000","Minnesota",4,CAINC5N,519,"3364-3369","     Other transportation equipment manufacturing","Thousands of dollars",354909,390024,408458,450067,460251,443242,416906,416898,310338,316034,(D),(D),(D),(D),(D),(D),(D),(D)
 "27000","Minnesota",4,CAINC5N,521,"337","     Furniture and related product manufacturing","Thousands of dollars",530712,522633,547272,582209,595872,594040,593746,552780,420687,417613,449426,508553,520572,543321,598420,595391,633523,659395
 "27000","Minnesota",4,CAINC5N,522,"339","     Miscellaneous manufacturing","Thousands of dollars",1317930,1323680,1531018,1951600,1859110,1914518,1981222,1889546,1806593,2014934,2027472,1988764,2071806,2159842,2326995,2299247,2367090,2451708
 "27000","Minnesota",4,CAINC5N,530,"311-316,322-326","    Nondurable goods manufacturing","Thousands of dollars",7124763,7507185,7499340,7987993,7344603,7235110,7337800,7553515,7097137,7026207,7388815,7902217,8036532,8844593,9330539,9321112,9477314,9604543
 "27000","Minnesota",4,CAINC5N,531,"311","     Food manufacturing","Thousands of dollars",1896442,2038239,2057950,2054523,1946160,1954941,2154126,2300826,2424414,2449139,2466682,2533724,2609487,2849588,3075094,3243343,3416019,3409123
 "27000","Minnesota",4,CAINC5N,532,"312","     Beverage and tobacco product manufacturing","Thousands of dollars",152887,133467,138991,149578,149412,151634,146712,139329,137134,158634,195997,214704,197836,226825,249705,277977,248702,231086
 "27000","Minnesota",4,CAINC5N,533,"313","     Textile mills","Thousands of dollars",18727,18168,17831,18421,17894,21100,22198,19616,14410,13705,15027,16437,19007,18154,16484,15848,16310,16404
 "27000","Minnesota",4,CAINC5N,534,"314","     Textile product mills","Thousands of dollars",94799,94077,95718,86435,91196,90013,103071,104234,83584,81766,87438,95671,102290,113784,142559,117126,117179,135170
 "27000","Minnesota",4,CAINC5N,535,"315","     Apparel manufacturing","Thousands of dollars",45539,41376,40042,42655,42838,44277,34764,34317,26253,25971,26412,31143,27659,26814,27030,30341,31724,31608
 "27000","Minnesota",4,CAINC5N,536,"316","     Leather and allied product manufacturing","Thousands of dollars",75960,72560,74334,67953,64669,68489,66933,66293,47764,59093,64218,62579,63406,68802,68564,65836,66556,72264
 "27000","Minnesota",4,CAINC5N,537,"322","     Paper manufacturing","Thousands of dollars",866426,861724,831236,822126,818520,882739,911359,831922,911434,842204,860992,904131,965372,944712,953035,839280,820555,801447
 "27000","Minnesota",4,CAINC5N,538,"323","     Printing and related support activities","Thousands of dollars",1563743,1532001,1656671,1667152,1732658,1700350,1742271,1708846,1434844,1361300,1445760,1440460,1467114,1545632,1531451,1562766,1524260,1452033
 "27000","Minnesota",4,CAINC5N,539,"324","     Petroleum and coal products manufacturing","Thousands of dollars",287659,258372,262404,261601,306052,385092,301569,315220,306137,301460,309070,691125,615976,749057,832489,431164,429423,434558
 "27000","Minnesota",4,CAINC5N,541,"325","     Chemical manufacturing","Thousands of dollars",1276638,1648355,1480144,1963612,1300184,1072054,978080,1142453,957953,951831,1064605,996473,1045282,1337165,1415968,1687501,1693838,1844979
 "27000","Minnesota",4,CAINC5N,542,"326","     Plastics and rubber products manufacturing","Thousands of dollars",845943,808846,844019,853937,875020,864421,876717,890459,753210,781104,852614,915770,923103,964060,1018160,1049930,1112748,1175871
 "27000","Minnesota",4,CAINC5N,600,"42","   Wholesale trade","Thousands of dollars",8706414,8712020,8879458,9455343,10170482,10829173,11480699,11470412,10905434,11316539,12515680,13182426,13482886,13835451,14176861,13916304,14151249,14349985
 "27000","Minnesota",4,CAINC5N,700,"44-45","   Retail trade","Thousands of dollars",8234398,8481395,8715273,9204756,9344387,9345401,9344693,9145471,8914798,9328154,9733549,9838094,10302946,10864873,11288662,11564754,11842079,12326763
 "27000","Minnesota",4,CAINC5N,701,"441","    Motor vehicle and parts dealers","Thousands of dollars",1590844,1651403,1707565,1695179,1674924,1643155,1597241,1498462,1375872,1573159,1718744,1740242,1806462,1876583,1958821,2039815,2111590,2222013
 "27000","Minnesota",4,CAINC5N,702,"442","    Furniture and home furnishings stores","Thousands of dollars",381468,411194,412250,446342,436227,469871,474467,461140,447347,501565,513206,437157,419445,404298,425028,410964,421625,418047
 "27000","Minnesota",4,CAINC5N,703,"443","    Electronics and appliance stores","Thousands of dollars",366939,358902,351797,352647,335436,345433,340340,347377,334881,364068,401628,396460,411039,427407,468191,495299,444682,459204
 "27000","Minnesota",4,CAINC5N,704,"444","    Building material and garden equipment and supplies dealers","Thousands of dollars",857072,893073,904076,953059,953691,947270,939279,923296,854114,867028,906171,918481,994364,1026993,1051439,1078036,1086253,1108308
 "27000","Minnesota",4,CAINC5N,705,"445","    Food and beverage stores","Thousands of dollars",1217214,1260783,1219055,1402458,1469184,1455493,1383849,1310205,1313755,1278593,1318404,1347194,1368320,1374362,1506779,1650209,1793232,1865246
 "27000","Minnesota",4,CAINC5N,706,"446","    Health and personal care stores","Thousands of dollars",403609,442712,465049,481259,538091,616624,697555,710246,777316,874223,849835,895044,926340,916938,884672,913619,932348,965994
 "27000","Minnesota",4,CAINC5N,707,"447","    Gasoline stations","Thousands of dollars",489381,487330,506241,534300,517474,479242,505412,502793,505861,524414,488257,489732,544594,653768,708597,749867,785647,820268
 "27000","Minnesota",4,CAINC5N,708,"448","    Clothing and clothing accessories stores","Thousands of dollars",417689,416031,425973,442832,452290,465574,475003,460695,426670,441728,444929,453308,483208,512068,550848,554254,545408,549974
 "27000","Minnesota",4,CAINC5N,709,"451","    Sporting goods, hobby, musical instrument, and book stores","Thousands of dollars",288360,297878,309660,347198,360154,364077,296499,283639,278484,299718,313775,319588,327155,340638,348563,345231,342903,341912
 "27000","Minnesota",4,CAINC5N,711,"452","    General merchandise stores","Thousands of dollars",1128497,1183719,1310392,1428761,1457484,1355166,1465073,1578195,1579383,1553066,1611664,1562940,1578035,1607456,1661798,1675281,1717001,1758944
 "27000","Minnesota",4,CAINC5N,712,"453","    Miscellaneous store retailers","Thousands of dollars",542349,548440,604048,582012,549071,513192,481706,451165,429972,401674,472497,559013,616609,658655,650814,625540,655972,662377
 "27000","Minnesota",4,CAINC5N,713,"454","    Nonstore retailers","Thousands of dollars",550976,529930,499167,538709,600361,690304,688269,618258,591143,648918,694439,718935,827375,1065707,1073112,1026639,1005418,1154476
 "27000","Minnesota",4,CAINC5N,800,"48-49","   Transportation and warehousing","Thousands of dollars",5274653,5010390,5171439,5394988,5461605,5156744,5832952,5789502,5305653,5552706,6095612,6317104,6533443,6858936,7224479,7524846,8020552,8380010
 "27000","Minnesota",4,CAINC5N,801,"481","    Air transportation","Thousands of dollars",1850904,1625902,1650296,1733169,1685550,1234355,1588066,1630264,1248697,1196045,1223925,1163369,1251192,1313007,1337940,1577950,1534785,1545976
 "27000","Minnesota",4,CAINC5N,802,"482","    Rail transportation","Thousands of dollars",(D),357955,364355,370057,395952,(D),(D),(D),(D),419464,(D),509841,495147,551748,567578,494893,485752,503801
 "27000","Minnesota",4,CAINC5N,803,"483","    Water transportation","Thousands of dollars",(D),(D),(D),4642,15370,36853,76882,99124,100838,140158,149041,129602,120402,81724,182188,148114,308734,348175
 "27000","Minnesota",4,CAINC5N,804,"484","    Truck transportation","Thousands of dollars",1578505,1623701,1685897,1766269,1834509,1936795,2028692,1861316,1813114,1970448,2201590,2267223,2323664,2537633,2718909,2750077,2897270,3011547
 "27000","Minnesota",4,CAINC5N,805,"485","    Transit and ground passenger transportation","Thousands of dollars",323483,326043,348761,357337,359924,375811,440239,431403,450887,496822,547503,583501,626175,675230,699019,710573,734255,743833
 "27000","Minnesota",4,CAINC5N,806,"486","    Pipeline transportation","Thousands of dollars",31969,24647,31481,32893,32816,35937,36371,42318,48901,53225,74072,139689,224339,242464,227135,213622,242039,277929
 "27000","Minnesota",4,CAINC5N,807,"487","    Scenic and sightseeing transportation","Thousands of dollars",7759,(D),(D),7828,(D),7505,11638,9421,10665,8253,9358,15810,18380,22002,15056,12393,10868,11010
 "27000","Minnesota",4,CAINC5N,808,"488","    Support activities for transportation","Thousands of dollars",292204,289574,291448,317177,317291,332899,400620,424914,418793,423447,491602,546022,552916,479715,462338,483515,478667,529880
 "27000","Minnesota",4,CAINC5N,809,"492","    Couriers and messengers","Thousands of dollars",430572,(D),436367,470022,(D),(D),(D),(D),(D),502489,(D),515138,530507,565953,591102,630416,688948,750882
 "27000","Minnesota",4,CAINC5N,811,"493","    Warehousing and storage","Thousands of dollars",358036,345245,343363,335594,341623,335941,370554,341108,316397,342355,401227,446909,390721,389460,423214,503293,639234,656977
 "27000","Minnesota",4,CAINC5N,900,"51","   Information","Thousands of dollars",4002814,3919919,3882958,4172238,4304140,4389283,4911227,4924346,4704712,4454852,4630214,4607897,4645870,4852360,4982408,4777935,4752368,4899737
 "27000","Minnesota",4,CAINC5N,901,"511","    Publishing industries (except Internet)","Thousands of dollars",1625804,1636162,1646840,1724760,1811167,1810834,2021265,2023421,1943569,1843625,1954827,1839162,1870965,1964227,1941881,1823808,1909626,1900543
 "27000","Minnesota",4,CAINC5N,902,"512","    Motion picture and sound recording industries","Thousands of dollars",165602,159633,151001,151717,112804,81771,139762,113307,140164,116319,126629,123216,133683,145218,164717,185727,144210,149375
 "27000","Minnesota",4,CAINC5N,903,"515","    Broadcasting (except Internet)","Thousands of dollars",325449,335103,343641,375442,362191,537003,765773,794949,645566,479967,421580,480583,415339,460420,567312,520518,354704,368533
 "27000","Minnesota",4,CAINC5N,904,"516","    Internet publishing and broadcasting 8/","Thousands of dollars",36950,32330,55341,83675,106366,100467,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "27000","Minnesota",4,CAINC5N,905,"517","    Telecommunications","Thousands of dollars",1093773,1032004,1033830,1137301,1221744,1189146,1152672,1219132,1214164,1173876,1175637,1231124,1241830,1276292,1196664,1151609,1234129,1247163
 "27000","Minnesota",4,CAINC5N,906,"518","    Data processing, hosting, and related services","Thousands of dollars",740329,707386,632962,680975,667067,634791,703212,624875,630551,707905,801150,749775,814265,802162,888525,875459,859059,976452
 "27000","Minnesota",4,CAINC5N,907,"519","    Other information services 8/","Thousands of dollars",14907,17301,19343,18368,22801,35271,128543,148662,130698,133160,150391,184037,169788,204041,223309,220814,250640,257671
 "27000","Minnesota",4,CAINC5N,1000,"52","   Finance and insurance","Thousands of dollars",10427438,10520599,11526953,12389443,12901959,13372393,13740901,12892354,12373189,13168648,14228276,16315254,15952284,16003865,16918567,17076919,18369299,19603029
 "27000","Minnesota",4,CAINC5N,1001,"521","    Monetary Authorities-central bank","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),117861,(D),(D),136130,147324
 "27000","Minnesota",4,CAINC5N,1002,"522","    Credit intermediation and related activities","Thousands of dollars",2909675,3164303,3715074,3834885,4159419,4090720,3941496,3920523,3790107,4197474,4257669,4613120,4610073,4795655,5125914,6076676,6479605,6782160
 "27000","Minnesota",4,CAINC5N,1003,"523","    Securities, commodity contracts, and other financial investments and related activities","Thousands of dollars",2888889,2635397,2752868,2999205,3085049,3621653,3648792,2722988,2410101,2528729,3025775,3941576,3741157,3368354,3375061,3569577,3761271,4136661
 "27000","Minnesota",4,CAINC5N,1004,"524","    Insurance carriers and related activities","Thousands of dollars",4444599,4569729,4861686,5200455,5294894,5434751,6024587,6138325,6064538,6305045,6807385,7609637,7437653,7682894,8204641,7125117,7643603,8185758
 "27000","Minnesota",4,CAINC5N,1005,"525","    Funds, trusts, and other financial vehicles","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),39101,(D),(D),348690,351126
 "27000","Minnesota",4,CAINC5N,1100,"53","   Real estate and rental and leasing","Thousands of dollars",2263597,2392863,2507370,2639388,2521848,2384511,2363202,2467831,2502121,2319999,2875259,3869627,3952747,4044103,4158244,3793389,3565023,3629490
 "27000","Minnesota",4,CAINC5N,1101,"531","    Real estate","Thousands of dollars",1651069,1777768,1908185,1970373,1989055,1901800,1747769,1968469,2050814,1878376,2411752,3301327,3639298,3610135,4039160,3481640,3292129,3311474
 "27000","Minnesota",4,CAINC5N,1102,"532","    Rental and leasing services","Thousands of dollars",543780,544292,524930,579623,446368,402500,526993,406427,354394,345213,385268,486548,415653,720530,561698,745117,705031,749635
 "27000","Minnesota",4,CAINC5N,1103,"533","    Lessors of nonfinancial intangible assets (except copyrighted works)","Thousands of dollars",68748,70803,74255,89392,86425,80211,88440,92935,96913,96410,78239,81752,-102204,-286562,-442614,-433368,-432137,-431619
 "27000","Minnesota",4,CAINC5N,1200,"54","   Professional, scientific, and technical services","Thousands of dollars",10042739,9949820,10074574,10575573,11200187,12090062,13240515,14130820,13203312,13396590,14387742,15041001,15815687,17164721,18029708,19977356,20435961,21484286
 "27000","Minnesota",4,CAINC5N,1300,"55","   Management of companies and enterprises","Thousands of dollars",6188085,5921964,6129413,7013581,7003846,7134174,8194407,9672014,7889056,9099153,9300903,9729862,10192238,10608989,10776479,10868289,11601201,12000032
 "27000","Minnesota",4,CAINC5N,1400,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",3915011,3947113,4085416,4271107,4515991,4821878,5237641,5266211,4929665,5353415,5807191,5928312,6004512,6380927,6659261,7075886,7547640,7593887
 "27000","Minnesota",4,CAINC5N,1401,"561","    Administrative and support services","Thousands of dollars",3644656,3664068,3793799,3963827,4198855,4492825,4906122,4904380,4571284,5006362,5435809,5547889,5621427,5960095,6210027,6645416,7061184,7066377
 "27000","Minnesota",4,CAINC5N,1402,"562","    Waste management and remediation services","Thousands of dollars",270355,283045,291617,307280,317136,329053,331519,361831,358381,347053,371382,380423,383085,420832,449234,430470,486456,527510
 "27000","Minnesota",4,CAINC5N,1500,"61","   Educational services","Thousands of dollars",1399485,1552250,1660776,1767762,1814906,1954077,2182643,2343690,2529128,2655107,2787139,2856255,2830259,2960201,3014599,3175543,3152063,3251508
 "27000","Minnesota",4,CAINC5N,1600,"62","   Health care and social assistance","Thousands of dollars",12562036,13809307,14864513,15889285,16603108,17906007,19292017,20292058,21059164,22081568,22538834,23272618,24154274,25147701,26545510,28285214,29408272,31256560
 "27000","Minnesota",4,CAINC5N,1601,"621","    Ambulatory health care services","Thousands of dollars",6154011,6668831,7124477,7632986,7896324,8701487,9374112,9743941,10072353,10672152,10691415,11132210,11461741,11872890,12502361,13338368,13876796,14817480
 "27000","Minnesota",4,CAINC5N,1602,"622","    Hospitals","Thousands of dollars",3097284,3507274,3875496,4220825,4526539,4857984,5283032,5617315,5872001,6061310,6457464,6691233,6953377,7201885,7619838,8043503,8441205,8945263
 "27000","Minnesota",4,CAINC5N,1603,"623","    Nursing and residential care facilities","Thousands of dollars",1862072,2052999,2139944,2208580,2257548,2308779,2481217,2682221,2801485,2895879,2941287,2984481,3092348,3257868,3442302,3726273,3790202,3996931
 "27000","Minnesota",4,CAINC5N,1604,"624","    Social assistance","Thousands of dollars",1448669,1580203,1724596,1826894,1922697,2037757,2153656,2248581,2313325,2452227,2448668,2464694,2646808,2815058,2981009,3177070,3300069,3496886
 "27000","Minnesota",4,CAINC5N,1700,"71","   Arts, entertainment, and recreation","Thousands of dollars",915260,1013677,1061494,1126695,1082752,1250043,1302013,1417732,1313338,1434598,1515556,1484192,1613798,2001575,2125185,2243562,2412128,2631950
 "27000","Minnesota",4,CAINC5N,1701,"711","    Performing arts, spectator sports, and related industries","Thousands of dollars",456189,522215,534735,571461,505511,619072,654877,749326,649009,767645,819984,734988,835770,1199333,1288065,1326761,1459773,1625053
 "27000","Minnesota",4,CAINC5N,1702,"712","    Museums, historical sites, and similar institutions","Thousands of dollars",72438,74994,73315,73729,76412,80396,85329,89200,93067,97208,97927,100063,102868,109223,111568,114681,119124,121528
 "27000","Minnesota",4,CAINC5N,1703,"713","    Amusement, gambling, and recreation industries","Thousands of dollars",386633,416468,453444,481505,500829,550575,561807,579206,571262,569745,597645,649141,675160,693019,725552,802120,833231,885369
 "27000","Minnesota",4,CAINC5N,1800,"72","   Accommodation and food services","Thousands of dollars",3020188,3081941,3277205,3493024,3527345,3605039,3805507,3850549,3701149,3735372,4020061,4302696,4461478,4734240,5123345,5510782,5776200,6015044
 "27000","Minnesota",4,CAINC5N,1801,"721","    Accommodation","Thousands of dollars",634321,616164,628393,693428,670600,654411,726315,744447,643926,674700,739179,752363,781647,790539,825842,897646,980767,1024059
 "27000","Minnesota",4,CAINC5N,1802,"722","    Food services and drinking places","Thousands of dollars",2385867,2465777,2648812,2799596,2856745,2950628,3079192,3106102,3057223,3060672,3280882,3550333,3679831,3943701,4297503,4613136,4795433,4990985
 "27000","Minnesota",4,CAINC5N,1900,"81","   Other services (except government and government enterprises)","Thousands of dollars",4866307,5405908,5344203,5500622,5719063,5960033,5927220,5685457,5669837,5893468,6091579,6381715,6486407,6986654,7194662,7413210,7620897,7956699
 "27000","Minnesota",4,CAINC5N,1901,"811","    Repair and maintenance","Thousands of dollars",1476172,1613361,1515574,1489298,1551555,1623236,1545805,1393653,1397403,1529584,1648639,1736949,1780848,1892500,1950264,1991519,2017435,2111290
