county.fips,county,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
27099,"Mower, MN",40487,46416,43742,50149,74809,81585,72289,73210,81596,104890,111760,135250,124196,114084,123926,112150,100300,102813,115768,150168,128685,131184,149063,122564,124753,107362,153260,165102,150473,145542,129631,149604,151287,169891,168139,215333,210426,231575,298351,343612,311730,365335,437824,488806,403915,384896,318585,316160
27101,"Murray, MN",39767,42904,44061,51842,76093,83339,68560,68691,71671,89054,96457,117638,113273,101418,105235,92379,90593,89578,103880,130937,108045,105657,124197,108344,85750,94597,129115,142052,123988,130111,120856,134819,135861,138940,154867,173169,169085,185937,243191,298170,270777,298819,349714,373444,450705,406560,338575,350934
27103,"Nicollet, MN",26241,30197,28978,33372,51806,61455,57784,56845,56764,73964,80967,96396,94076,87334,91012,91165,87199,83698,93995,97724,105071,109132,118303,113669,124379,113870,148177,172513,158813,147195,137904,152276,155546,141825,167203,207502,206238,228090,249617,321379,277322,319195,371884,401284,446682,427425,351812,352790
27105,"Nobles, MN",48154,51308,52392,63275,93860,95492,95760,83231,81763,113529,126530,145345,149656,138616,140243,124718,118626,116282,138227,181611,151374,151046,169163,138222,121475,125121,161720,181012,154502,157944,146622,178920,182970,188151,219138,256229,248990,261955,357057,416586,371267,410278,484724,495340,555427,542711,443536,445581
27107,"Norman, MN",22268,25320,27055,31922,73249,62874,46197,71454,41305,65731,66875,79480,79522,69191,80293,74260,70026,62146,73264,110553,84192,82576,86064,86306,83327,60333,76177,98784,67374,79966,81708,91586,89465,86535,126279,105998,114932,139347,179388,247072,186841,212043,239267,295505,342776,256617,223299,244918
27109,"Olmsted, MN",30871,33858,33409,37707,55547,60775,55624,59996,63872,79215,86251,100832,101273,98320,100614,100153,93047,93867,97204,108331,112373,113590,117582,102228,104990,93571,112268,118947,108538,111216,105522,108601,108570,107739,112487,128639,121261,131280,160174,183737,156178,181931,221125,256361,212965,214661,175017,177939
27111,"Otter Tail, MN",53033,57126,58161,64557,99584,108541,97867,98351,104203,118248,138852,161707,165756,160463,177820,167523,170310,172640,184494,188050,196703,192773,199023,184041,185265,170588,192741,224549,204270,213218,209517,210669,221343,218154,240913,254129,239532,245188,312238,389434,323951,366597,431068,515151,536493,486651,424652,435119
27113,"Pennington, MN",9648,9786,10832,12453,25755,21229,18328,25742,17304,25594,27518,26488,27670,23410,25306,25243,29497,24807,28153,38273,35078,31138,30557,30633,25007,14268,25996,28994,26062,24307,19670,25763,18820,23634,35714,21299,25223,28539,42325,61434,39739,45523,61863,82466,80140,62382,53639,58978
27115,"Pine, MN",12324,13097,13413,14594,19796,20041,20479,24565,27248,28626,32194,36837,36954,37342,37913,35953,36088,35688,37147,39444,41611,42426,43084,43853,44281,40090,40594,42559,40312,40329,37930,35902,36899,34493,37913,43888,40859,42052,52662,54535,46060,52916,61369,68094,68024,70948,58242,58009
27117,"Pipestone, MN",27919,28102,28482,32246,47339,48847,45075,39988,40494,51322,59301,70972,70555,65875,65992,59139,57920,57655,63080,66946,65802,68823,83559,65667,62672,84580,102781,122465,114724,108594,97609,115045,122583,104164,122342,143911,142000,148588,185899,224519,214457,255019,300630,325789,380216,385898,309754,305726
27119,"Polk, MN",48358,62018,58834,74992,138794,173327,144793,123075,96481,156993,181470,185558,181704,168811,201724,195645,189194,184353,203894,235504,210435,204762,211868,222498,197710,162209,185853,248282,176155,204215,184596,201332,180800,184779,258455,210323,237908,279793,365738,504769,386653,428669,521009,630394,763899,555119,483337,522661
27121,"Pope, MN",19705,21739,23081,25609,43104,45066,39046,37953,41819,49097,58850,71471,71422,66969,70676,62691,56379,54451,61635,61316,63369,65258,70277,63757,65032,55311,72702,80695,77510,78456,76955,83018,83891,89998,92914,100909,99464,97858,120439,162787,142039,162066,180959,242650,237883,205143,170667,179540
27123,"Ramsey, MN",1367,1612,1736,1903,2307,2502,2655,3420,3836,3201,3874,2963,3075,4393,4329,4629,4628,4688,5761,5129,5021,4789,4459,4344,5199,5503,5633,5744,6351,5494,4845,4410,4109,3602,3733,3383,3088,2813,2408,2847,2860,2780,2940,3065,3070,2704,2466,2518
27125,"Red Lake, MN",6878,6591,7749,8903,22453,16158,14531,18413,14410,20379,21849,27364,21797,19311,24694,25946,24698,21187,24676,31161,31178,27281,27948,25916,24699,15889,21583,25681,20425,24802,20278,26742,22311,22804,32384,25208,26623,29042,43378,52372,42084,45997,60986,75282,88360,72621,58615,64557
27127,"Redwood, MN",48952,54391,54721,64294,100410,117739,86938,76003,93084,125058,125748,171157,165592,150102,164411,148573,145935,136630,160817,173378,166090,173027,189221,168361,150040,149097,200126,230372,199877,185856,186111,214650,211631,218913,246067,278967,270147,306994,372481,454025,420740,464261,471700,529629,588122,513365,431959,449906
27129,"Renville, MN",55679,60415,56677,63577,107678,131729,106176,83049,95970,137318,144151,179211,176537,157457,174559,157069,146730,139118,174778,180238,190553,202251,229065,207215,191556,214445,270526,319300,275575,270506,265746,284203,279803,296041,311853,331612,326187,368906,440045,587388,513464,564669,597823,750276,822001,695253,594887,620969
27131,"Rice, MN",27404,30163,30482,33646,49133,55429,53468,56560,57202,72201,79649,86958,90420,85529,85952,85591,79894,79279,81176,88455,91706,97253,100832,94431,100561,90426,107685,122645,120748,109831,100829,105367,104769,97017,104286,127488,123367,134814,142924,166168,156039,178657,197018,236176,213979,197738,164539,168001
27133,"Rock, MN",41804,41770,44590,52733,79142,73539,75153,69304,65524,80840,96022,114447,108309,101752,100827,97086,91958,95031,111446,132852,111273,110519,112762,103271,104513,98842,123160,144475,134382,125286,119774,146906,156328,155240,178686,209286,216864,225796,292923,342304,299387,342938,397719,416449,475940,484974,397608,391906
27135,"Roseau, MN",14568,15538,17788,20966,40637,31700,28771,40320,31826,44365,49266,59521,60429,52581,63290,62031,53067,52868,63968,85596,75622,66743,62298,56223,52338,43812,52722,64777,50559,53724,45953,65261,52149,53544,87541,56453,51812,67328,87254,117957,67076,85011,121010,160986,174354,136114,117596,128540
27137,"St. Louis, MN",4680,4945,4927,5306,7569,7588,7448,9639,8709,9548,10929,11272,11375,12031,12360,12544,13028,13093,14458,16106,16480,14912,14153,14049,14317,12305,11106,11008,10657,10583,10348,10730,11619,11280,13443,13565,13608,13706,14917,15859,14252,16084,18237,19176,20375,20108,17288,17103
27139,"Scott, MN",14916,16116,16444,18233,26414,28674,27006,27701,29431,36528,41192,42155,44684,42189,44383,42605,43020,42429,45342,50726,52005,51711,54408,50211,50308,40851,49366,51283,47065,48476,47734,51417,52775,53597,56334,61112,55267,57234,65899,85445,76026,83195,94496,114654,113197,108297,89338,91426
27141,"Sherburne, MN",12377,12470,11389,12316,20789,22270,18143,17915,22510,29841,35522,43920,39342,40988,39158,41516,38286,38186,37206,39434,41745,44373,48099,43235,40593,39811,40965,46633,43172,42321,39341,36427,39038,42733,47352,52131,56224,56821,66633,86828,75028,74260,83402,92383,93022,86260,77010,78288
27143,"Sibley, MN",35181,39559,39622,45870,70302,81579,74515,69283,75044,93648,98151,115570,116751,107766,112860,109946,108466,106226,115090,128715,133662,137991,148332,134728,129237,113466,145479,162534,135683,141536,139786,149557,152222,161146,168109,196078,184374,205570,250397,312994,278688,304477,329709,385755,399673,360236,305303,313776
27145,"Stearns, MN",64809,70824,72551,79591,117839,117994,119282,133074,143475,158893,186886,213855,228015,229657,235827,238295,240368,242545,252515,255477,275474,288366,290466,288783,298045,272821,297049,339367,313562,339146,329272,331068,366818,346821,374677,455766,434249,424344,553838,650425,538364,623403,731455,835073,813795,894103,748037,725248
27147,"Steele, MN",25920,28162,28304,31802,49149,59131,49673,51705,52369,65807,71636,87461,78742,71709,81701,75623,71288,68517,74689,90170,83675,85328,93528,78605,70085,69146,93916,101666,90440,98135,91764,103911,110421,119178,126269,145516,138871,152192,191283,217803,190434,213518,247571,302714,245577,228197,189140,191225
27149,"Stevens, MN",25444,29462,31640,34311,61810,69141,64735,49391,54703,64154,76056,99018,85654,77133,87245,82994,80984,76906,91699,90850,96167,93439,105309,87521,85001,71421,97570,113832,102071,99308,95748,114624,113139,119060,145007,171786,166846,190653,256809,305089,253080,305742,342574,460993,463483,455999,370208,373132
27151,"Swift, MN",30762,35829,36198,37737,75770,85934,75416,55977,59751,72522,79783,95371,94294,80206,89723,81241,70643,67440,76376,87770,88022,91236,111540,87065,88429,79106,105668,130087,112215,116067,117060,127346,128495,148371,149925,160475,154024,169796,208660,262582,225422,252531,274380,339035,332393,281950,250871,261373
27153,"Todd, MN",26667,27638,28831,30473,44215,45273,46343,51064,56736,65377,77147,91008,97950,101136,105538,104397,103897,104655,108723,109088,114043,113136,107098,105148,107108,101386,106398,123170,115715,114677,107024,102263,106978,98875,104159,124281,122501,120819,157090,180524,154892,182690,216495,248777,227194,246029,210678,203854
27155,"Traverse, MN",13443,17312,18175,20231,52450,49180,40314,28793,35263,38063,52953,62004,52149,43472,59971,52271,53325,43297,55619,52730,66080,61422,72887,63363,51442,34227,60690,75700,60757,59768,62549,69290,65349,76938,77679,81611,66803,89788,113189,142145,142068,157840,156624,265825,246295,181270,156116,174509
27157,"Wabasha, MN",25812,26560,27006,28997,40001,41603,41674,50647,52870,61218,67489,79170,81542,79859,82896,83349,81978,83001,87687,93874,90633,90617,89309,81459,91637,80694,93699,106750,98311,105806,99876,98357,106333,98260,108747,127172,117978,116033,154699,175634,143604,168944,214841,239457,233412,239836,193191,194127
27159,"Wadena, MN",9409,9940,10145,11058,17564,16783,16165,17686,19667,21460,24287,28427,29346,30184,29765,30146,29634,30231,29817,32266,35785,37473,38885,38563,41727,42005,44668,55444,53109,49110,45570,42493,43213,39183,41214,41997,40218,35802,42213,49562,43028,48765,57955,61189,62642,61294,52369,52459
27161,"Waseca, MN",22075,26055,24034,27437,46621,57280,48174,50214,50353,67066,71247,84984,80168,70655,76172,71817,63430,59157,64804,91854,73675,76543,86401,72761,72652,73225,103091,117083,108346,102972,93832,102763,106296,105609,118889,141406,137454,154664,211616,260164,224236,250247,290884,316231,299950,283550,229402,231202
27163,"Washington, MN",14771,15881,15110,16186,22283,23428,20142,20399,23764,25712,28679,31096,27280,29412,31597,29579,28585,27787,29865,30728,39269,40955,45744,44348,54273,48350,53921,54311,57749,55130,51576,51664,50524,52325,62127,63853,65163,69331,70426,77610,77779,75565,84977,84063,80024,68341,61765,65140
27165,"Watonwan, MN",26743,30705,29492,33668,53613,65756,50453,51397,52136,72778,75657,95135,90124,78682,88524,81674,72914,71063,79825,99634,81204,88706,81832,79906,68804,69501,105259,121546,109429,101193,98508,116759,120571,123334,136641,174879,157904,169329,191020,231207,211768,230426,277876,291223,325261,286225,233002,242113
27167,"Wilkin, MN",18159,25120,24491,27532,73653,80740,56982,44588,42441,56043,68571,88403,75912,65439,80792,72213,71424,58759,73175,80206,69233,70249,85233,83519,75075,67284,89090,112435,89042,85587,95078,92761,87736,99551,119066,115783,100287,118579,139850,192787,159739,199601,224411,318943,314845,229663,201711,222508
27169,"Winona, MN",28519,31638,32495,35861,51096,54328,51948,60341,61937,70358,78867,93168,95719,94682,99024,98327,97494,99031,103916,107260,111376,112424,109532,104903,116622,109183,123243,140598,130515,141741,135023,132275,144507,130388,137980,162906,154079,149260,202786,213280,177836,216657,273472,293294,294293,315174,251036,248992
27171,"Wright, MN",29017,30897,30825,33388,46410,51160,46223,50832,53281,62478,72587,87210,87135,84472,87600,82911,83676,80315,85465,87352,91451,93297,98649,87531,96751,76978,95115,101202,93952,98530,93037,93008,94295,92469,97438,120973,113463,120206,145315,169182,158876,170208,187535,230870,215135,201317,171422,175704
